Image Source,Product Description,Sku  Code,Size Code,Size Description,UI,Printed Substrate Length,Printed Substrate Width,Printed Substrate    Sq Ft,Image Sq In,Image Sq Ft,Ratio,Decimal Ratio,Size,Length,Width,Product Description,Sku Code,Rolled Canvas White Border - Estimated Cost,Rolled Canvas White Border -  Estimated Retail,Rolled Canvas White Border - UI Retail,Rolled Canvas White Border -  TAR UI Cost,,Product Description,Sku Code,Size Code,"Rolled Canvas with 2"" Black Border - UI","Rolled Canvas 2"" Black Border - Estimated Cost","Rolled Canvas 2"" Black Border - Estimated Retail","Rolled Canvas 2"" Black Border - UI Retail","Rolled Canvas 2"" Black Border - TAR UI Cost",,Product Description,Sku Code,Size Code,"Rolled Canvas with 2"" Mirrored Border - UI","Rolled Canvas 2"" Mirror Border - Estimated Cost","Rolled Canvas 2"" Mirror Border -  Estimated Retail","Rolled Canvas 2"" Mirror - UI Retail","Rolled Canvas 2"" Mirror - TAR UI Cost",,
Old World,Giclee Print on Canvas,CV,S,Small,51,11,36,2.75,620,4.31,,0.66,20 x 31,20,31,"Canvas Giclee Print with 3"" White Border",WH,$27.90,$112.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,55,726,$32.67,$121.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,55,726,$32.67,$142.18,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,63,27,42,7.73,931,6.47,,0.66,24.5 x 38,24.5,38,"Canvas Giclee Print with 3"" White Border",WH,$41.90,$145.53,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,67,1060,$47.70,$154.77,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,67,1060,$47.70,$181.30,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,79,33,50,11.46,1488,10.33,,0.66,31 x 48,31,48,"Canvas Giclee Print with 3"" White Border",WH,$66.96,$191.18,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,83,1650,$74.25,$200.86,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,83,1650,$74.25,$234.64,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,90,37,60,15.42,1899,13.19,,0.66,35 x 54.25,35,54.25,"Canvas Giclee Print with 3"" White Border",WH,$85.44,$257.40,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,94,2081,$93.65,$268.84,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,94,2081,$93.65,$306.06,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.66,46.5 x 72,46.5,72,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3589,$161.51,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3589,$161.51,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,25,16,24,2.67,150,1.04,2:3,0.67,10 x 15,10,15,"Canvas Giclee Print with 3"" White Border",WH,$6.75,$55.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,29,204,$9.18,$63.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,29,204,$9.18,$74.97,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,35,20,36,5.00,294,2.04,2:3,0.67,14 x 21,14,21,"Canvas Giclee Print with 3"" White Border",WH,$13.23,$77.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,39,368,$16.56,$85.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,39,368,$16.56,$100.82,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,50,26,36,6.50,600,4.17,2:3,0.67,20 x 30,20,30,"Canvas Giclee Print with 3"" White Border",WH,$27.00,$115.50,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,54,704,$31.68,$124.74,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,54,704,$31.68,$146.12,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,60,30,42,8.75,864,6.00,2:3,0.67,24 x 36,24,36,"Canvas Giclee Print with 3"" White Border",WH,$38.88,$145.20,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,64,988,$44.46,$154.88,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,64,988,$44.46,$180.93,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,O,Oversize,80,54,42,15.75,"1,944",13.50,2:3,0.67,32 x 48,32,48,"Canvas Giclee Print with 3"" White Border",WH,$87.48,$211.20,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,84,1700,$76.50,$221.76,$2.64,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,84,1700,$76.50,$253.18,$3.01,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,90,42,60,17.50,"1,944",13.50,2:3,0.67,36 x 54,36,54,"Canvas Giclee Print with 3"" White Border",WH,$87.48,$257.40,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,94,2128,$95.76,$268.84,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,94,2128,$95.76,$306.06,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,2:3,0.67,54 x 81,54,81,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,4648,$209.16,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,4648,$209.16,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,29,18,24,3.00,196,1.36,,0.68,11.5 x 17,11.5,17,"Canvas Giclee Print with 3"" White Border",WH,$8.80,$63.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,33,257,$11.57,$72.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,33,257,$11.57,$85.31,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,55,28,42,8.17,715,4.97,,0.68,22 x 32.5,22,32.5,"Canvas Giclee Print with 3"" White Border",WH,$32.18,$121.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,59,828,$37.26,$129.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,59,828,$37.26,$152.52,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,67,33,50,11.46,1080,7.50,,0.68,27 x 40,27,40,"Canvas Giclee Print with 3"" White Border",WH,$48.60,$154.77,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,71,1218,$54.81,$164.01,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,71,1218,$54.81,$192.13,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,77,37,60,15.42,1426,9.90,,0.68,31 x 46,31,46,"Canvas Giclee Print with 3"" White Border",WH,$64.17,$186.34,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,81,1584,$71.28,$196.02,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,81,1584,$71.28,$228.99,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,86,38,60,15.83,1701,11.81,,0.68,31.5 x 54,31.5,54,"Canvas Giclee Print with 3"" White Border",WH,$76.55,$245.96,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,90,1876,$84.42,$257.40,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,90,1876,$84.42,$293.04,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.68,48 x 71,48,71,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3650,$164.25,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3650,$164.25,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,37,28,24,4.67,326,2.27,,0.69,15 x 21.75,15,21.75,"Canvas Giclee Print with 3"" White Border",WH,$14.68,$81.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,41,404,$18.18,$90.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,41,404,$18.18,$105.99,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,54,28,42,8.17,704,4.89,,0.69,22 x 32,22,32,"Canvas Giclee Print with 3"" White Border",WH,$31.68,$118.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,58,816,$36.72,$127.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,58,816,$36.72,$149.93,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,66,33,50,11.46,1053,7.31,,0.69,27 x 39,27,39,"Canvas Giclee Print with 3"" White Border",WH,$47.39,$152.46,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,70,1189,$53.51,$161.70,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,70,1189,$53.51,$189.42,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,81,54,42,15.75,1584,11.00,,0.69,33 x 48,33,48,"Canvas Giclee Print with 3"" White Border",WH,$71.28,$196.02,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,85,1750,$78.75,$205.70,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,85,1750,$78.75,$240.30,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,90,43,60,17.92,1935,13.43,,0.69,36.5 x 53,36.5,53,"Canvas Giclee Print with 3"" White Border",WH,$87.05,$257.40,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,94,2118,$95.31,$268.84,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,94,2118,$95.31,$306.06,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.69,,47.5,69,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3515,$158.18,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3515,$158.18,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,36,27,24,4.50,315,2.19,,0.70,15 x 21,15,21,"Canvas Giclee Print with 3"" White Border",WH,$14.18,$79.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,40,391,$17.60,$88.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,40,391,$17.60,$103.40,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,48,27,36,6.75,560,3.89,,0.70,20 x 28,20,28,"Canvas Giclee Print with 3"" White Border",WH,$25.20,$105.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,52,660,$29.70,$114.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,52,660,$29.70,$134.42,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,65,33,50,11.46,1026,7.13,,0.70,27 x 38,27,38,"Canvas Giclee Print with 3"" White Border",WH,$46.17,$150.15,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,69,1160,$52.20,$159.39,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,69,1160,$52.20,$186.71,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,80,53,42,15.46,1526,10.60,,0.70,33 x 46.25,33,46.25,"Canvas Giclee Print with 3"" White Border",WH,$68.68,$193.60,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,84,1689,$76.01,$203.28,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,84,1689,$76.01,$237.47,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,89,43,60,17.92,1924,13.36,,0.70,37 x 52,37,52,"Canvas Giclee Print with 3"" White Border",WH,$86.58,$254.54,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,93,2106,$94.77,$265.98,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,93,2106,$94.77,$302.81,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.70,55 x 77,55,77,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,4503,$202.64,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,4503,$202.64,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,24,16,24,2.67,140,0.97,5:7,0.71,10 x 14,10,14,"Canvas Giclee Print with 3"" White Border",WH,$6.30,$52.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,28,192,$8.64,$61.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,28,192,$8.64,$72.38,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small ,48,26,36,6.50,560,3.89,5:7,0.71,20 x 28,20,28,"Canvas Giclee Print with 3"" White Border",WH,$25.20,$105.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,52,660,$29.70,$114.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,52,660,$29.70,$134.42,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,60,31,42,9.04,875,6.08,5:7,0.71,25 x 35,25,35,"Canvas Giclee Print with 3"" White Border",WH,$39.38,$138.60,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,64,999,$44.96,$147.84,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,64,999,$44.96,$173.18,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,72,36,50,12.50,1260,8.75,5:7,0.71,30 x 42,30,42,"Canvas Giclee Print with 3"" White Border",WH,$56.70,$174.24,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,76,1408,$63.36,$183.92,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,76,1408,$63.36,$214.85,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,O,Oversize,84,41,60,17.08,1715,11.91,5:7,0.71,35 x 49,35,49,"Canvas Giclee Print with 3"" White Border",WH,$77.18,$221.76,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,88,1887,$84.92,$232.32,$2.64,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,88,1887,$84.92,$265.23,$3.01,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,5:7,0.71,54 x 75.5,54,75.5,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,4340,$195.30,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,4340,$195.30,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,31,19,24,3.17,234,1.63,,0.72,13 x 18,13,18,"Canvas Giclee Print with 3"" White Border",WH,$10.53,$68.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,35,300,$13.50,$77.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,35,300,$13.50,$90.48,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,47,26,36,6.50,527,3.66,,0.72,19.5 x 27,19.5,27,"Canvas Giclee Print with 3"" White Border",WH,$23.69,$103.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,51,624,$28.08,$112.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,51,624,$28.08,$131.84,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,59,31,42,9.04,833,5.78,,0.72,24.5 x 34,24.5,34,"Canvas Giclee Print with 3"" White Border",WH,$37.49,$136.29,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,63,954,$42.93,$145.53,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,63,954,$42.93,$170.48,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,78,39,60,16.25,1463,10.16,,0.72,32.5 x 45,32.5,45,"Canvas Giclee Print with 3"" White Border",WH,$65.81,$188.76,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,82,1622,$72.99,$198.44,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,82,1622,$72.99,$231.81,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,93,45,60,18.75,2106,14.63,,0.72,39 x 54,39,54,"Canvas Giclee Print with 3"" White Border",WH,$94.77,$265.98,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,97,2296,$103.32,$277.42,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,97,2296,$103.32,$316.22,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,,52 x 72,52,72,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3996,$179.82,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3996,$179.82,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,33,21,24,3.50,266,1.85,,0.73,14 x 19,14,19,"Canvas Giclee Print with 3"" White Border",WH,$11.97,$72.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,37,336,$15.12,$81.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,37,336,$15.12,$95.65,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,52,28,36,7.00,660,4.58,,0.73,22 x 30,22,30,"Canvas Giclee Print with 3"" White Border",WH,$29.70,$114.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,56,768,$34.56,$123.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,56,768,$34.56,$144.76,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,66,44,36,11.00,1064,7.39,,0.73,28 x 38,28,38,"Canvas Giclee Print with 3"" White Border",WH,$47.88,$152.46,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,70,1200,$54.00,$161.70,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,70,1200,$54.00,$189.42,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,83,54,42,15.75,1663,11.55,,0.73,35 x 47.5,35,47.5,"Canvas Giclee Print with 3"" White Border",WH,$74.81,$200.86,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,87,1832,$82.44,$210.54,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,87,1832,$82.44,$245.95,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,92,45,60,18.75,2067,14.35,,0.73,39 x 53,39,53,"Canvas Giclee Print with 3"" White Border",WH,$93.02,$263.12,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,96,2255,$101.48,$274.56,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,96,2255,$101.48,$312.58,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.73,54.5 x 74,54.5,74,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,4294,$193.23,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,4294,$193.23,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,36,21,24,3.50,304,2.11,,0.74,15 x 20.25,15,20.25,"Canvas Giclee Print with 3"" White Border",WH,$13.67,$79.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,40,378,$17.01,$88.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,40,378,$17.01,$103.40,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,54,37,36,9.25,713,4.95,,0.74,23 x 31,23,31,"Canvas Giclee Print with 3"" White Border",WH,$32.09,$118.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,58,825,$37.13,$127.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,58,825,$37.13,$149.93,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,68,45,36,11.25,1131,7.85,,0.74,29 x 39,29,39,"Canvas Giclee Print with 3"" White Border",WH,$50.90,$157.08,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,72,1271,$57.20,$166.32,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,72,1271,$57.20,$194.83,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,O,Oversize,80,52,42,15.17,1564,10.86,,0.74,34 x 46,34,46,"Canvas Giclee Print with 3"" White Border",WH,$70.38,$211.20,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,84,1728,$77.76,$221.76,$2.64,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,84,1728,$77.76,$253.18,$3.01,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,94,46,60,19.17,2160,15.00,,0.74,40 x 54,40,54,"Canvas Giclee Print with 3"" White Border",WH,$97.20,$268.84,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,98,2352,$105.84,$280.28,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,98,2352,$105.84,$319.09,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.74,54 x 73,54,73,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,4200,$189.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,4200,$189.00,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,28,18,24,3.00,192,1.34,3:4,0.75,12 x 16,12,16,"Canvas Giclee Print with 3"" White Border",WH,$8.64,$61.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,32,252,$11.34,$70.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,32,252,$11.34,$82.72,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,42,30,24,5.00,432,3.00,3:4,0.75,18 x 24,18,24,"Canvas Giclee Print with 3"" White Border",WH,$19.44,$92.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,46,520,$23.40,$101.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,46,520,$23.40,$118.91,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,56,30,42,8.75,768,5.34,3:4,0.75,24 x 32,24,32,"Canvas Giclee Print with 3"" White Border",WH,$34.56,$135.52,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,60,884,$39.78,$145.20,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,60,884,$39.78,$169.62,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,O,Oversize,70,36,50,12.50,"1,200",8.34,3:4,0.75,30 x 40,30,40,"Canvas Giclee Print with 3"" White Border",WH,$54.00,$184.80,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,74,1344,$60.48,$195.36,$2.64,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,74,1344,$60.48,$223.04,$3.01,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,95,48,60,20.00,"1,200",8.34,3:4,0.75,40.5 x 54,40.5,54,"Canvas Giclee Print with 3"" White Border",WH,$54.00,$271.70,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,99,2380,$107.10,$283.14,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,99,2380,$107.10,$322.34,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,3:4,0.75,54 x 72,54,72,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,4144,$186.48,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,4144,$186.48,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,37,22,24,3.67,336,2.33,,0.76,16 x 21,16,21,"Canvas Giclee Print with 3"" White Border",WH,$15.12,$81.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,41,414,$18.63,$90.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,41,414,$18.63,$105.99,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,60,32,42,9.33,884,6.14,,0.76,26 x 34,26,34,"Canvas Giclee Print with 3"" White Border",WH,$39.78,$132.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,64,1008,$45.36,$140.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,64,1008,$45.36,$165.44,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,67,44,36,11.00,1102,7.65,,0.76,29 x 38,29,38,"Canvas Giclee Print with 3"" White Border",WH,$49.59,$154.77,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,71,1240,$55.80,$164.01,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,71,1240,$55.80,$192.13,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,O,Oversize,83,53,42,15.46,1692,11.75,,0.76,36 x 47,36,47,"Canvas Giclee Print with 3"" White Border",WH,$76.14,$219.12,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,87,1862,$83.79,$229.68,$2.64,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,87,1862,$83.79,$262.22,$3.01,$0.045
