Image Source,Product Description,Sku  Code,Size Code,Size Description,UI,Printed Substrate Length,Printed Substrate Width,Printed Substrate    Sq Ft,Image Sq In,Image Sq Ft,Ratio,Decimal Ratio,Size,Length,Width,Product Description,Sku Code,Rolled Canvas White Border - Estimated Cost,Rolled Canvas White Border -  Estimated Retail,Rolled Canvas White Border - UI Retail,Rolled Canvas White Border -  TAR UI Cost,,Product Description,Sku Code,Size Code,"Rolled Canvas with 2"" Black Border - UI","Rolled Canvas 2"" Black Border - Estimated Cost","Rolled Canvas 2"" Black Border - Estimated Retail","Rolled Canvas 2"" Black Border - UI Retail","Rolled Canvas 2"" Black Border - TAR UI Cost",,Product Description,Sku Code,Size Code,"Rolled Canvas with 2"" Mirrored Border - UI","Rolled Canvas 2"" Mirror Border - Estimated Cost","Rolled Canvas 2"" Mirror Border -  Estimated Retail","Rolled Canvas 2"" Mirror - UI Retail","Rolled Canvas 2"" Mirror - TAR UI Cost",,
Old World,Giclee Print on Canvas,CV,M,Medium,62,28,50,9.72,870,6.04,,0.54,21.75 x 40,21.75,40,"Canvas Giclee Print with 3"" White Border",WH,$39.15,$143.22,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,66,998,$44.91,$152.46,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,66,998,$44.91,$178.60,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,73,31,60,12.92,1199,8.32,,0.54,25.5 x 47,25.5,47,"Canvas Giclee Print with 3"" White Border",WH,$53.93,$176.66,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,77,1348,$60.66,$186.34,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,77,1348,$60.66,$217.68,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,87,38,60,15.83,1708,11.86,,0.54,30.5 x 56,30.5,56,"Canvas Giclee Print with 3"" White Border",WH,$76.86,$248.82,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,91,1885,$84.83,$260.26,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,91,1885,$84.83,$296.30,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.54,38 x 70,38,70,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,2880,$129.60,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,2880,$129.60,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,28,16,24,2.67,180,1.25,,0.55,10 x 18,10,18,"Canvas Giclee Print with 3"" White Border",WH,$8.10,$61.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,32,240,$10.80,$70.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,32,240,$10.80,$82.72,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,51,24,42,7.00,585,4.06,,0.55,18 x 32.5,18,32.5,"Canvas Giclee Print with 3"" White Border",WH,$26.33,$112.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,55,690,$31.05,$121.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,55,690,$31.05,$142.18,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,59,27,50,9.38,798,5.54,,0.55,21 x 38,21,38,"Canvas Giclee Print with 3"" White Border",WH,$35.91,$136.29,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,63,920,$41.40,$145.53,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,63,920,$41.40,$170.48,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,73,33,60,13.75,1222,8.49,,0.55,26 x 47,26,47,"Canvas Giclee Print with 3"" White Border",WH,$54.99,$176.66,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,77,1372,$61.74,$186.34,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,77,1372,$61.74,$217.68,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,87,37,60,15.42,1736,12.06,,0.55,31 x 56,31,56,"Canvas Giclee Print with 3"" White Border",WH,$78.12,$248.82,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,91,1914,$86.13,$260.26,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,91,1914,$86.13,$296.30,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.55,38.75 x 70,38.75,70,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,2934,$132.03,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,2934,$132.03,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,28,16,24,2.67,180,1.25,,0.56,10 x 18,10,18,"Canvas Giclee Print with 3"" White Border",WH,$8.10,$61.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,32,240,$10.80,$70.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,32,240,$10.80,$82.72,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,50,24,42,7.00,568,3.94,,0.56,17.75 x 32,17.75,32,"Canvas Giclee Print with 3"" White Border",WH,$25.56,$110.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,54,672,$30.24,$118.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,54,672,$30.24,$139.59,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,59,27,50,9.38,798,5.54,,0.56,21 x 38,21,38,"Canvas Giclee Print with 3"" White Border",WH,$35.91,$136.29,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,63,920,$41.40,$145.53,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,63,920,$41.40,$170.48,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,72,33,60,13.75,1173,8.15,,0.56,25.5 x 46,25.5,46,"Canvas Giclee Print with 3"" White Border",WH,$52.79,$174.24,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,76,1320,$59.40,$183.92,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,76,1320,$59.40,$214.85,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,87,37,60,15.42,1736,12.06,,0.56,31 x 56,31,56,"Canvas Giclee Print with 3"" White Border",WH,$78.12,$248.82,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,91,1914,$86.13,$260.26,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,91,1914,$86.13,$296.30,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.56,40 x 72,40,72,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3108,$139.86,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3108,$139.86,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,38,20,36,5.00,336,2.33,4:7,0.57,14 x 24,14,24,"Canvas Giclee Print with 3"" White Border",WH,$15.12,$83.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,42,416,$18.72,$92.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,42,416,$18.72,$108.57,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,57,27,42,7.88,756,5.25,4:7,0.57,21 x 36,21,36,"Canvas Giclee Print with 3"" White Border",WH,$34.02,$131.67,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,61,874,$39.33,$140.91,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,61,874,$39.33,$165.07,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,76,34,60,14.17,"1,344",9.33,4:7,0.57,28 x 48,28,48,"Canvas Giclee Print with 3"" White Border",WH,$60.48,$183.92,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,80,1500,$67.50,$193.60,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,80,1500,$67.50,$226.16,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Large Oversize,86,42,66,19.25,"1,701",11.81,4:7,0.57,31.5 x 54,31.5,54,"Canvas Giclee Print with 3"" White Border",WH,$76.55,$245.96,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,90,1876,$84.42,$257.40,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,90,1876,$84.42,$293.04,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,4:7,0.57,42 x 72,42,72,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3256,$146.52,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3256,$146.52,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,29,17,24,2.83,189,1.31,,0.58,10.5 x 18,10.5,18,"Canvas Giclee Print with 3"" White Border",WH,$8.51,$63.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,33,250,$11.25,$72.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,33,250,$11.25,$85.31,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,53,26,42,7.58,635,4.41,,0.58,19.25 x 33,19.25,33,"Canvas Giclee Print with 3"" White Border",WH,$28.59,$116.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,57,744,$33.48,$125.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,57,744,$33.48,$147.35,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,62,29,50,10.07,887,6.16,,0.58,22.75 x 39,22.75,39,"Canvas Giclee Print with 3"" White Border",WH,$39.93,$143.22,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,66,1015,$45.68,$152.46,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,66,1015,$45.68,$178.60,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,76,34,60,14.17,1344,9.33,,0.58,28 x 48,28,48,"Canvas Giclee Print with 3"" White Border",WH,$60.48,$183.92,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,80,1500,$67.50,$193.60,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,80,1500,$67.50,$226.16,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,86,35,60,14.69,1701,11.81,,0.58,31.5 x 54,31.5,54,"Canvas Giclee Print with 3"" White Border",WH,$76.55,$245.96,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,90,1876,$84.42,$257.40,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,90,1876,$84.42,$293.04,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.58,42 x 72,42,72,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3256,$146.52,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3256,$146.52,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,30,17,24,2.83,204,1.41,,0.59,11 x 18.5,11,18.5,"Canvas Giclee Print with 3"" White Border",WH,$9.16,$66.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,34,267,$12.02,$74.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,34,267,$12.02,$87.89,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,51,25,42,7.29,608,4.22,,0.59,19 x 32,19,32,"Canvas Giclee Print with 3"" White Border",WH,$27.36,$112.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,55,714,$32.13,$121.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,55,714,$32.13,$142.18,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,59,28,50,9.72,814,5.65,,0.59,22 x 37,22,37,"Canvas Giclee Print with 3"" White Border",WH,$36.63,$136.29,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,63,936,$42.12,$145.53,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,63,936,$42.12,$170.48,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,75,34,60,14.17,1316,9.14,,0.59,28 x 47,28,47,"Canvas Giclee Print with 3"" White Border",WH,$59.22,$181.50,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,79,1470,$66.15,$191.18,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,79,1470,$66.15,$223.33,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,83,37,60,15.21,1612,11.19,,0.59,31 x 52,31,52,"Canvas Giclee Print with 3"" White Border",WH,$72.54,$237.38,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,87,1782,$80.19,$248.82,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,87,1782,$80.19,$283.27,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.59,44 x 74,44,74,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3496,$157.32,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3496,$157.32,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,32,18,36,4.50,240,1.67,,0.60,12 x 20,12,20,"Canvas Giclee Print with 3"" White Border",WH,$10.80,$70.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,36,308,$13.86,$79.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,36,308,$13.86,$93.06,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,48,24,36,6.00,540,3.75,,0.60,18 x 30,18,30,"Canvas Giclee Print with 3"" White Border",WH,$24.30,$105.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,52,640,$28.80,$114.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,52,640,$28.80,$134.42,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,64,30,50,10.42,960,6.67,,0.60,24 x 40,24,40,"Canvas Giclee Print with 3"" White Border",WH,$43.20,$147.84,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,68,1092,$49.14,$157.08,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,68,1092,$49.14,$184.01,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,72,33,60,13.75,1215,8.44,,0.60,27 x 45,27,45,"Canvas Giclee Print with 3"" White Border",WH,$54.68,$174.24,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,76,1363,$61.34,$183.92,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,76,1363,$61.34,$214.85,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,80,36,60,15.00,1500,10.42,,0.60,30 x 50,30,50,"Canvas Giclee Print with 3"" White Border",WH,$67.50,$228.80,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,84,1664,$74.88,$240.24,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,84,1664,$74.88,$273.50,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.60,42 x 70,42,70,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3168,$142.56,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3168,$142.56,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,29,17,24,2.83,198,1.38,,0.61,11 x 18,11,18,"Canvas Giclee Print with 3"" White Border",WH,$8.91,$63.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,33,260,$11.70,$72.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,33,260,$11.70,$85.31,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,53,26,42,7.58,660,4.58,,0.61,20 x 33,20,33,"Canvas Giclee Print with 3"" White Border",WH,$29.70,$116.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,57,770,$34.65,$125.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,57,770,$34.65,$147.35,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,60,29,50,10.07,833,5.78,,0.61,22.5 x 37,22.5,37,"Canvas Giclee Print with 3"" White Border",WH,$37.46,$138.60,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,64,956,$43.02,$147.84,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,64,956,$43.02,$173.18,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,74,34,60,14.17,1288,8.94,,0.61,28 x 46,28,46,"Canvas Giclee Print with 3"" White Border",WH,$57.96,$179.08,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,78,1440,$64.80,$188.76,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,78,1440,$64.80,$220.51,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,87,39,60,16.25,1782,12.38,,0.61,33 x 54,33,54,"Canvas Giclee Print with 3"" White Border",WH,$80.19,$248.82,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,91,1960,$88.20,$260.26,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,91,1960,$88.20,$296.30,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.61,45 x 74,45,74,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3572,$160.74,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3572,$160.74,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,31,25,24,4.17,228,1.58,5:8,0.63,12 x 19,12,19,"Canvas Giclee Print with 3"" White Border",WH,$10.26,$68.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,35,294,$13.23,$77.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,35,294,$13.23,$90.48,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small ,44,33,24,5.50,459,3.19,5:8,0.63,17 x 27,17,27,"Canvas Giclee Print with 3"" White Border",WH,$20.66,$96.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,48,551,$24.80,$105.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,48,551,$24.80,$124.08,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,59,29,42,8.46,819,5.69,5:8,0.63,22.75 x 36,22.75,36,"Canvas Giclee Print with 3"" White Border",WH,$36.86,$136.29,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,63,941,$42.35,$145.53,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,63,941,$42.35,$170.48,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,69,33,50,11.46,"1,113",7.73,5:8,0.63,30 x 47.5,26.5,42,"Canvas Giclee Print with 3"" White Border",WH,$50.09,$166.98,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,73,1254,$56.43,$176.66,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,73,1254,$56.43,$206.37,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize,88,40,60,16.67,"1,836",12.75,5:8,0.63,34 x 54,34,54,"Canvas Giclee Print with 3"" White Border",WH,$82.62,$232.32,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,92,2016,$90.72,$263.12,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,92,2016,$90.72,$299.55,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,5:8,0.63,48 x 76,48,76,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3900,$175.50,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3900,$175.50,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,36,20,36,5.00,308,2.14,,0.64,14 x 22,14,22,"Canvas Giclee Print with 3"" White Border",WH,$13.86,$79.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,40,384,$17.28,$88.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,40,384,$17.28,$103.40,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,54,27,42,7.88,693,4.81,,0.64,21 x 33,21,33,"Canvas Giclee Print with 3"" White Border",WH,$31.19,$118.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,58,805,$36.23,$127.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,58,805,$36.23,$149.93,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,66,33,50,11.46,1020,7.08,,0.64,25.5 x 40,25.5,40,"Canvas Giclee Print with 3"" White Border",WH,$45.90,$152.46,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,70,1155,$51.98,$161.70,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,70,1155,$51.98,$189.42,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,77,36,60,15.00,1410,9.79,,0.64,30 x 47,30,47,"Canvas Giclee Print with 3"" White Border",WH,$63.45,$186.34,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,81,1568,$70.56,$196.02,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,81,1568,$70.56,$228.99,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,85,39,60,16.25,1716,11.92,,0.64,33 x 52,33,52,"Canvas Giclee Print with 3"" White Border",WH,$77.22,$243.10,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,89,1890,$85.05,$254.54,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,89,1890,$85.05,$289.78,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.64,44.5 x 70,44.5,70,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3348,$150.66,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3348,$150.66,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,28,17,24,2.83,187,1.30,,0.65,11 x 17,11,17,"Canvas Giclee Print with 3"" White Border",WH,$8.42,$61.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,32,247,$11.12,$70.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,32,247,$11.12,$82.72,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,56,28,42,8.17,748,5.19,,0.65,22 x 34,22,34,"Canvas Giclee Print with 3"" White Border",WH,$33.66,$123.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,60,864,$38.88,$132.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,60,864,$38.88,$155.10,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,65,32,50,11.11,985,6.84,,0.65,25.25 x 39,25.25,39,"Canvas Giclee Print with 3"" White Border",WH,$44.31,$150.15,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,69,1117,$50.27,$159.39,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,69,1117,$50.27,$186.71,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,79,37,60,15.42,1488,10.33,,0.65,31 x 48,31,48,"Canvas Giclee Print with 3"" White Border",WH,$66.96,$191.18,$2.42,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,83,1650,$74.25,$200.86,$2.42,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,83,1650,$74.25,$234.64,$2.83,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,89,41,60,17.08,1890,13.13,,0.65,35 x 54.25,35,54,"Canvas Giclee Print with 3"" White Border",WH,$85.05,$254.54,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,93,2072,$93.24,$265.98,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,93,2072,$93.24,$302.81,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.65,4.65 x 72,46.5,72,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,3589,$161.51,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,3589,$161.51,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,P,Petite,28,13,24,2.17,187,1.30,,0.66,11 x 17,11,17,"Canvas Giclee Print with 3"" White Border",WH,$8.42,$61.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,32,247,$11.12,$70.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,32,247,$11.12,$82.72,$2.59,$0.045
